"","date","stream","m","mean_temp","month","year","trt_yr","decomp_month"
"381",2018-05-28,"c55","118",14.7388229166667,5,2018,"WTF",6
"382",2018-05-28,"c55","21",14.8530208333333,5,2018,"WTF",6
"383",2018-05-28,"c55","39",14.68475,5,2018,"WTF",6
"384",2018-05-28,"c55","58",14.7950416666667,5,2018,"WTF",6
"385",2018-05-28,"c55","82",14.62875,5,2018,"WTF",6
"386",2018-05-28,"towr","0",15.6095208333333,5,2018,"WTF",6
"387",2018-05-28,"towr","118",15.3122395833333,5,2018,"WTF",6
"388",2018-05-28,"towr","19",15.6229895833333,5,2018,"WTF",6
"389",2018-05-28,"towr","37",15.5115104166667,5,2018,"WTF",6
"390",2018-05-28,"towr","59",15.4155625,5,2018,"WTF",6
"391",2018-05-28,"towr","83",15.3232604166667,5,2018,"WTF",6
"392",2018-05-28,"towr","99",15.37490625,5,2018,"WTF",6
